iteration,tag,name,duration_net_us
3,BF36,LoadBPP_seg1,60202.0
3,BF36,LoadBPP_seg2,1579.0
3,BF36,LoadBPP_seg3,92802.0
3,BF36,LoadBPP_seg4,43292.0
3,BF36,LoadBPP_seg5,1686.0
3,BF36,LoadBPP_seg6,627000.0
3,BF36,LoadBPP_seg7,2025896.0
3,BF36,LoadBPP_seg8,832596.0
3,BF36,LoadBPP_seg9,854134.0
3,BF36,LoadBPP_seg10,633532.0
3,BF36,LoadBPP_seg11,1594767.0
3,BF36,LoadBPP_seg12,819144.0
3,BF36,LoadBPP_seg13,888558.0
3,BF36,LoadBPP_seg14,1794447.0
3,BF36,LoadBPP_seg15,1006070.0
3,BF36,LoadBPP_seg16,2025320.0
3,BF36,LoadBPP_seg17,2694123.0
4,BF2E,GetEuiccChallenge,6032.0
4,BF20,GetEuiccInfo1,41595.0
4,ES9P,/gsma/rsp2/es9plus/initiateAuthentication,5008.0
4,BF38,AuthenticateServer,4696157.0
4,ES9P,/gsma/rsp2/es9plus/authenticateClient,32930.0
4,BF21,PrepareDownload,3741575.0
4,ES9P,/gsma/rsp2/es9plus/getBoundProfilePackage,11048.0
4,BF36,LoadBPP_seg0,1441691.0
4,BF36,LoadBPP_seg1,61195.0
4,BF36,LoadBPP_seg2,1718.0
4,BF36,LoadBPP_seg3,93647.0
4,BF36,LoadBPP_seg4,42506.0
4,BF36,LoadBPP_seg5,1839.0
4,BF36,LoadBPP_seg6,600368.0
4,BF36,LoadBPP_seg7,799925.0
4,BF36,LoadBPP_seg8,1724122.0
4,BF36,LoadBPP_seg9,881239.0
4,BF36,LoadBPP_seg10,633299.0
4,BF36,LoadBPP_seg11,1744171.0
4,BF36,LoadBPP_seg12,844773.0
4,BF36,LoadBPP_seg13,888980.0
4,BF36,LoadBPP_seg14,1806685.0
4,BF36,LoadBPP_seg15,980658.0
4,BF36,LoadBPP_seg16,968628.0
4,BF36,LoadBPP_seg17,3765057.0
5,BF2E,GetEuiccChallenge,6258.0
5,BF20,GetEuiccInfo1,41492.0
5,ES9P,/gsma/rsp2/es9plus/initiateAuthentication,8484.0
5,BF38,AuthenticateServer,3126991.0
5,ES9P,/gsma/rsp2/es9plus/authenticateClient,32212.0
5,BF21,PrepareDownload,3755744.0
5,ES9P,/gsma/rsp2/es9plus/getBoundProfilePackage,25314.0
5,BF36,LoadBPP_seg0,1432656.0
5,BF36,LoadBPP_seg1,63607.0
5,BF36,LoadBPP_seg2,1720.0
5,BF36,LoadBPP_seg3,92653.0
5,BF36,LoadBPP_seg4,43331.0
5,BF36,LoadBPP_seg5,1717.0
5,BF36,LoadBPP_seg6,2031570.0
5,BF36,LoadBPP_seg7,800776.0
5,BF36,LoadBPP_seg8,803778.0
5,BF36,LoadBPP_seg9,1471589.0
5,BF36,LoadBPP_seg10,633537.0
5,BF36,LoadBPP_seg11,822060.0
5,BF36,LoadBPP_seg12,1770409.0
5,BF36,LoadBPP_seg13,858683.0
5,BF36,LoadBPP_seg14,913126.0
5,BF36,LoadBPP_seg15,1906230.0
5,BF36,LoadBPP_seg16,961978.0
5,BF36,LoadBPP_seg17,3812715.0
6,BF2E,GetEuiccChallenge,5765.0
6,BF20,GetEuiccInfo1,41514.0
6,ES9P,/gsma/rsp2/es9plus/initiateAuthentication,15026.0
6,BF38,AuthenticateServer,3123050.0
6,ES9P,/gsma/rsp2/es9plus/authenticateClient,30262.0
6,BF21,PrepareDownload,3753650.0
6,ES9P,/gsma/rsp2/es9plus/getBoundProfilePackage,26950.0
6,BF36,LoadBPP_seg0,1451188.0
6,BF36,LoadBPP_seg1,63090.0
6,BF36,LoadBPP_seg2,1606.0
6,BF36,LoadBPP_seg3,92580.0
6,BF36,LoadBPP_seg4,43442.0
6,BF36,LoadBPP_seg5,1592.0
6,BF36,LoadBPP_seg6,2066815.0
6,BF36,LoadBPP_seg7,776415.0
6,BF36,LoadBPP_seg8,832592.0
6,BF36,LoadBPP_seg9,1631571.0
6,BF36,LoadBPP_seg10,657739.0
6,BF36,LoadBPP_seg11,826691.0
6,BF36,LoadBPP_seg12,1762248.0
6,BF36,LoadBPP_seg13,890067.0
6,BF36,LoadBPP_seg14,880965.0
6,BF36,LoadBPP_seg15,1939141.0
6,BF36,LoadBPP_seg16,935190.0
6,BF36,LoadBPP_seg17,4154596.0
7,BF2E,GetEuiccChallenge,6000.0
7,BF20,GetEuiccInfo1,41476.0
7,ES9P,/gsma/rsp2/es9plus/initiateAuthentication,11391.0
7,BF38,AuthenticateServer,3124586.0
7,ES9P,/gsma/rsp2/es9plus/authenticateClient,30637.0
7,BF21,PrepareDownload,3749818.0
7,ES9P,/gsma/rsp2/es9plus/getBoundProfilePackage,26168.0
7,BF36,LoadBPP_seg0,1424128.0
7,BF36,LoadBPP_seg1,63228.0
7,BF36,LoadBPP_seg2,1572.0
7,BF36,LoadBPP_seg3,93099.0
7,BF36,LoadBPP_seg4,42883.0
7,BF36,LoadBPP_seg5,1811.0
7,BF36,LoadBPP_seg6,600865.0
7,BF36,LoadBPP_seg7,2084651.0
7,BF36,LoadBPP_seg8,806513.0
7,BF36,LoadBPP_seg9,886010.0
7,BF36,LoadBPP_seg10,1413153.0
7,BF36,LoadBPP_seg11,855181.0
7,BF36,LoadBPP_seg12,829154.0
7,BF36,LoadBPP_seg13,1989866.0
7,BF36,LoadBPP_seg14,884219.0
7,BF36,LoadBPP_seg15,1008733.0
7,BF36,LoadBPP_seg16,1830507.0
7,BF36,LoadBPP_seg17,2712101.0
8,BF2E,GetEuiccChallenge,5736.0
8,BF20,GetEuiccInfo1,41304.0
8,ES9P,/gsma/rsp2/es9plus/initiateAuthentication,14745.0
8,BF38,AuthenticateServer,3114550.0
8,ES9P,/gsma/rsp2/es9plus/authenticateClient,29933.0
8,BF21,PrepareDownload,3722320.0
8,ES9P,/gsma/rsp2/es9plus/getBoundProfilePackage,22477.0
8,BF36,LoadBPP_seg0,1443004.0
8,BF36,LoadBPP_seg1,60546.0
8,BF36,LoadBPP_seg2,1828.0
8,BF36,LoadBPP_seg3,92987.0
8,BF36,LoadBPP_seg4,42474.0
8,BF36,LoadBPP_seg5,1796.0
8,BF36,LoadBPP_seg6,601063.0
8,BF36,LoadBPP_seg7,804446.0
8,BF36,LoadBPP_seg8,2050481.0
8,BF36,LoadBPP_seg9,883720.0
8,BF36,LoadBPP_seg10,631795.0
8,BF36,LoadBPP_seg11,1565003.0
8,BF36,LoadBPP_seg12,850777.0
8,BF36,LoadBPP_seg13,863682.0
8,BF36,LoadBPP_seg14,1811328.0
8,BF36,LoadBPP_seg15,981602.0
8,BF36,LoadBPP_seg16,969917.0
8,BF36,LoadBPP_seg17,3790288.0
9,BF2E,GetEuiccChallenge,5628.0
9,BF20,GetEuiccInfo1,41393.0
9,ES9P,/gsma/rsp2/es9plus/initiateAuthentication,5126.0
9,BF38,AuthenticateServer,3095841.0
9,ES9P,/gsma/rsp2/es9plus/authenticateClient,31607.0
9,BF21,PrepareDownload,3742515.0
9,ES9P,/gsma/rsp2/es9plus/getBoundProfilePackage,25749.0
9,BF36,LoadBPP_seg0,1443605.0
9,BF36,LoadBPP_seg1,1482691.0
9,BF36,LoadBPP_seg2,1678.0
9,BF36,LoadBPP_seg3,118742.0
9,BF36,LoadBPP_seg4,43362.0
9,BF36,LoadBPP_seg5,1631.0
9,BF36,LoadBPP_seg6,600560.0
9,BF36,LoadBPP_seg7,775388.0
9,BF36,LoadBPP_seg8,1412319.0
9,BF36,LoadBPP_seg9,856117.0
9,BF36,LoadBPP_seg10,656416.0
9,BF36,LoadBPP_seg11,824317.0
9,BF36,LoadBPP_seg12,1928960.0
9,BF36,LoadBPP_seg13,861477.0
9,BF36,LoadBPP_seg14,1828013.0
9,BF36,LoadBPP_seg15,981003.0
9,BF36,LoadBPP_seg16,964919.0
9,BF36,LoadBPP_seg17,3813364.0
10,BF2E,GetEuiccChallenge,5699.0
10,BF20,GetEuiccInfo1,41482.0
10,ES9P,/gsma/rsp2/es9plus/initiateAuthentication,17120.0
10,BF38,AuthenticateServer,3096218.0
10,ES9P,/gsma/rsp2/es9plus/authenticateClient,43263.0
10,BF21,PrepareDownload,3745923.0
10,ES9P,/gsma/rsp2/es9plus/getBoundProfilePackage,17334.0
10,BF36,LoadBPP_seg0,1444493.0
10,BF36,LoadBPP_seg1,63695.0
10,BF36,LoadBPP_seg2,1563.0
10,BF36,LoadBPP_seg3,93445.0
10,BF36,LoadBPP_seg4,43101.0
10,BF36,LoadBPP_seg5,1740.0
10,BF36,LoadBPP_seg6,2052145.0
10,BF36,LoadBPP_seg7,774992.0
10,BF36,LoadBPP_seg8,833401.0
10,BF36,LoadBPP_seg9,1448461.0
10,BF36,LoadBPP_seg10,628366.0
10,BF36,LoadBPP_seg11,852386.0
10,BF36,LoadBPP_seg12,1743167.0
10,BF36,LoadBPP_seg13,891755.0
10,BF36,LoadBPP_seg14,884350.0
10,BF36,LoadBPP_seg15,1933484.0
10,BF36,LoadBPP_seg16,935879.0
10,BF36,LoadBPP_seg17,4154981.0
11,BF2E,GetEuiccChallenge,6195.0
11,BF20,GetEuiccInfo1,41509.0
11,ES9P,/gsma/rsp2/es9plus/initiateAuthentication,8851.0
11,BF38,AuthenticateServer,3122450.0
11,ES9P,/gsma/rsp2/es9plus/authenticateClient,32334.0
11,BF21,PrepareDownload,3732776.0
11,ES9P,/gsma/rsp2/es9plus/getBoundProfilePackage,16395.0
11,BF36,LoadBPP_seg0,1447664.0
11,BF36,LoadBPP_seg1,63178.0
11,BF36,LoadBPP_seg2,1754.0
11,BF36,LoadBPP_seg3,1529025.0
11,BF36,LoadBPP_seg4,44174.0
11,BF36,LoadBPP_seg5,1638.0
11,BF36,LoadBPP_seg6,598019.0
11,BF36,LoadBPP_seg7,799312.0
11,BF36,LoadBPP_seg8,804780.0
11,BF36,LoadBPP_seg9,1479240.0
11,BF36,LoadBPP_seg10,632929.0
11,BF36,LoadBPP_seg11,824043.0
11,BF36,LoadBPP_seg12,1778234.0
11,BF36,LoadBPP_seg13,892302.0
11,BF36,LoadBPP_seg14,884492.0
11,BF36,LoadBPP_seg15,2081522.0
11,BF36,LoadBPP_seg16,963461.0
11,BF36,LoadBPP_seg17,3757059.0
12,BF2E,GetEuiccChallenge,5846.0
12,BF20,GetEuiccInfo1,41461.0
12,ES9P,/gsma/rsp2/es9plus/initiateAuthentication,13682.0
12,BF38,AuthenticateServer,3118259.0
12,ES9P,/gsma/rsp2/es9plus/authenticateClient,32635.0
12,BF21,PrepareDownload,3766547.0
12,ES9P,/gsma/rsp2/es9plus/getBoundProfilePackage,21079.0
12,BF36,LoadBPP_seg0,1455122.0
12,BF36,LoadBPP_seg1,64188.0
12,BF36,LoadBPP_seg2,1725.0
12,BF36,LoadBPP_seg3,92950.0
12,BF36,LoadBPP_seg4,43058.0
12,BF36,LoadBPP_seg5,1816.0
12,BF36,LoadBPP_seg6,2044983.0
12,BF36,LoadBPP_seg7,800091.0
12,BF36,LoadBPP_seg8,804501.0
12,BF36,LoadBPP_seg9,1656583.0
12,BF36,LoadBPP_seg10,628570.0
12,BF36,LoadBPP_seg11,823937.0
12,BF36,LoadBPP_seg12,852727.0
12,BF36,LoadBPP_seg13,1812640.0
12,BF36,LoadBPP_seg14,910746.0
12,BF36,LoadBPP_seg15,1923491.0
12,BF36,LoadBPP_seg16,957906.0
12,BF36,LoadBPP_seg17,4138459.0
13,BF2E,GetEuiccChallenge,5879.0
13,BF20,GetEuiccInfo1,41449.0
13,ES9P,/gsma/rsp2/es9plus/initiateAuthentication,7397.0
13,BF38,AuthenticateServer,3094085.0
13,ES9P,/gsma/rsp2/es9plus/authenticateClient,18813.0
13,BF21,PrepareDownload,3754733.0
13,ES9P,/gsma/rsp2/es9plus/getBoundProfilePackage,13633.0
13,BF36,LoadBPP_seg0,1456688.0
13,BF36,LoadBPP_seg1,61684.0
13,BF36,LoadBPP_seg2,1596.0
13,BF36,LoadBPP_seg3,92124.0
13,BF36,LoadBPP_seg4,43180.0
13,BF36,LoadBPP_seg5,1635.0
13,BF36,LoadBPP_seg6,627291.0
13,BF36,LoadBPP_seg7,2206240.0
13,BF36,LoadBPP_seg8,834570.0
13,BF36,LoadBPP_seg9,856854.0
13,BF36,LoadBPP_seg10,1392781.0
13,BF36,LoadBPP_seg11,825747.0
13,BF36,LoadBPP_seg12,826611.0
13,BF36,LoadBPP_seg13,1793788.0
13,BF36,LoadBPP_seg14,884345.0
13,BF36,LoadBPP_seg15,1002805.0
13,BF36,LoadBPP_seg16,1835081.0
13,BF36,LoadBPP_seg17,2709025.0
14,BF2E,GetEuiccChallenge,5611.0
14,BF20,GetEuiccInfo1,41244.0
14,ES9P,/gsma/rsp2/es9plus/initiateAuthentication,4028.0
14,BF38,AuthenticateServer,3108237.0
14,ES9P,/gsma/rsp2/es9plus/authenticateClient,27977.0
14,BF21,PrepareDownload,3747948.0
14,ES9P,/gsma/rsp2/es9plus/getBoundProfilePackage,14881.0
14,BF36,LoadBPP_seg0,1450826.0
14,BF36,LoadBPP_seg1,60299.0
14,BF36,LoadBPP_seg2,1604.0
14,BF36,LoadBPP_seg3,92903.0
14,BF36,LoadBPP_seg4,43523.0
14,BF36,LoadBPP_seg5,1595.0
14,BF36,LoadBPP_seg6,601051.0
14,BF36,LoadBPP_seg7,802034.0
14,BF36,LoadBPP_seg8,1715742.0
14,BF36,LoadBPP_seg9,880441.0
14,BF36,LoadBPP_seg10,631673.0
14,BF36,LoadBPP_seg11,1595340.0
14,BF36,LoadBPP_seg12,820790.0
14,BF36,LoadBPP_seg13,889204.0
14,BF36,LoadBPP_seg14,1798511.0
14,BF36,LoadBPP_seg15,1006688.0
14,BF36,LoadBPP_seg16,937672.0
14,BF36,LoadBPP_seg17,3791687.0
15,BF2E,GetEuiccChallenge,6061.0
15,BF20,GetEuiccInfo1,41438.0
15,ES9P,/gsma/rsp2/es9plus/initiateAuthentication,9478.0
15,BF38,AuthenticateServer,3130914.0
15,ES9P,/gsma/rsp2/es9plus/authenticateClient,22502.0
15,BF21,PrepareDownload,3718024.0
15,ES9P,/gsma/rsp2/es9plus/getBoundProfilePackage,17754.0
15,BF36,LoadBPP_seg0,1455596.0
15,BF36,LoadBPP_seg1,63390.0
15,BF36,LoadBPP_seg2,1610.0
15,BF36,LoadBPP_seg3,92742.0
15,BF36,LoadBPP_seg4,1462752.0
15,BF36,LoadBPP_seg5,1662.0
15,BF36,LoadBPP_seg6,601010.0
15,BF36,LoadBPP_seg7,800646.0
15,BF36,LoadBPP_seg8,803374.0
15,BF36,LoadBPP_seg9,1461849.0
15,BF36,LoadBPP_seg10,629233.0
15,BF36,LoadBPP_seg11,827163.0
15,BF36,LoadBPP_seg12,1758884.0
15,BF36,LoadBPP_seg13,861676.0
15,BF36,LoadBPP_seg14,909011.0
15,BF36,LoadBPP_seg15,1897894.0
15,BF36,LoadBPP_seg16,968029.0
15,BF36,LoadBPP_seg17,3770558.0
16,BF2E,GetEuiccChallenge,5669.0
16,BF20,GetEuiccInfo1,41281.0
16,ES9P,/gsma/rsp2/es9plus/initiateAuthentication,4548.0
16,BF38,AuthenticateServer,3118227.0
16,ES9P,/gsma/rsp2/es9plus/authenticateClient,34268.0
16,BF21,PrepareDownload,3756585.0
16,ES9P,/gsma/rsp2/es9plus/getBoundProfilePackage,21934.0
16,BF36,LoadBPP_seg0,1449312.0
16,BF36,LoadBPP_seg1,64540.0
16,BF36,LoadBPP_seg2,1701.0
16,BF36,LoadBPP_seg3,119030.0
16,BF36,LoadBPP_seg4,42845.0
16,BF36,LoadBPP_seg5,1571.0
16,BF36,LoadBPP_seg6,2028672.0
16,BF36,LoadBPP_seg7,776702.0
16,BF36,LoadBPP_seg8,833188.0
16,BF36,LoadBPP_seg9,1787147.0
16,BF36,LoadBPP_seg10,655811.0
16,BF36,LoadBPP_seg11,828936.0
16,BF36,LoadBPP_seg12,848320.0
16,BF36,LoadBPP_seg13,1795142.0
16,BF36,LoadBPP_seg14,909958.0
16,BF36,LoadBPP_seg15,1914103.0
16,BF36,LoadBPP_seg16,958569.0
16,BF36,LoadBPP_seg17,4118013.0
17,BF2E,GetEuiccChallenge,5777.0
17,BF20,GetEuiccInfo1,41260.0
17,ES9P,/gsma/rsp2/es9plus/initiateAuthentication,16481.0
17,BF38,AuthenticateServer,3115427.0
17,ES9P,/gsma/rsp2/es9plus/authenticateClient,25247.0
17,BF21,PrepareDownload,3759938.0
17,ES9P,/gsma/rsp2/es9plus/getBoundProfilePackage,23708.0
17,BF36,LoadBPP_seg0,1440282.0
17,BF36,LoadBPP_seg1,61960.0
17,BF36,LoadBPP_seg2,1585.0
17,BF36,LoadBPP_seg3,93022.0
17,BF36,LoadBPP_seg4,44239.0
17,BF36,LoadBPP_seg5,1694.0
17,BF36,LoadBPP_seg6,630307.0
17,BF36,LoadBPP_seg7,2048668.0
17,BF36,LoadBPP_seg8,833027.0
17,BF36,LoadBPP_seg9,857610.0
17,BF36,LoadBPP_seg10,1403329.0
17,BF36,LoadBPP_seg11,850777.0
17,BF36,LoadBPP_seg12,821786.0
17,BF36,LoadBPP_seg13,1832232.0
17,BF36,LoadBPP_seg14,886441.0
17,BF36,LoadBPP_seg15,1005777.0
17,BF36,LoadBPP_seg16,1872349.0
17,BF36,LoadBPP_seg17,2705049.0
18,BF2E,GetEuiccChallenge,5825.0
18,BF20,GetEuiccInfo1,41466.0
18,ES9P,/gsma/rsp2/es9plus/initiateAuthentication,11231.0
18,BF38,AuthenticateServer,3124250.0
18,ES9P,/gsma/rsp2/es9plus/authenticateClient,20105.0
18,BF21,PrepareDownload,3742209.0
18,ES9P,/gsma/rsp2/es9plus/getBoundProfilePackage,23639.0
18,BF36,LoadBPP_seg0,1455036.0
18,BF36,LoadBPP_seg1,60728.0
18,BF36,LoadBPP_seg2,1590.0
18,BF36,LoadBPP_seg3,92990.0
18,BF36,LoadBPP_seg4,43076.0
18,BF36,LoadBPP_seg5,1604.0
18,BF36,LoadBPP_seg6,600025.0
18,BF36,LoadBPP_seg7,803172.0
18,BF36,LoadBPP_seg8,2085348.0
18,BF36,LoadBPP_seg9,879037.0
18,BF36,LoadBPP_seg10,633186.0
18,BF36,LoadBPP_seg11,1773645.0
18,BF36,LoadBPP_seg12,847220.0
18,BF36,LoadBPP_seg13,889236.0
18,BF36,LoadBPP_seg14,1806905.0
18,BF36,LoadBPP_seg15,980586.0
18,BF36,LoadBPP_seg16,967366.0
18,BF36,LoadBPP_seg17,3722202.0
19,BF2E,GetEuiccChallenge,5700.0
19,BF20,GetEuiccInfo1,41223.0
19,ES9P,/gsma/rsp2/es9plus/initiateAuthentication,5635.0
19,BF38,AuthenticateServer,3123670.0
19,ES9P,/gsma/rsp2/es9plus/authenticateClient,21795.0
19,BF21,PrepareDownload,3744506.0
19,ES9P,/gsma/rsp2/es9plus/getBoundProfilePackage,21574.0
19,BF36,LoadBPP_seg0,1455608.0
19,BF36,LoadBPP_seg1,62723.0
19,BF36,LoadBPP_seg2,1529.0
19,BF36,LoadBPP_seg3,1501244.0
19,BF36,LoadBPP_seg4,43795.0
19,BF36,LoadBPP_seg5,1557.0
19,BF36,LoadBPP_seg6,600437.0
19,BF36,LoadBPP_seg7,800815.0
19,BF36,LoadBPP_seg8,803331.0
19,BF36,LoadBPP_seg9,1451716.0
19,BF36,LoadBPP_seg10,631757.0
19,BF36,LoadBPP_seg11,824625.0
19,BF36,LoadBPP_seg12,1747299.0
19,BF36,LoadBPP_seg13,862206.0
19,BF36,LoadBPP_seg14,911779.0
19,BF36,LoadBPP_seg15,1889366.0
19,BF36,LoadBPP_seg16,963200.0
19,BF36,LoadBPP_seg17,3889915.0
20,BF2E,GetEuiccChallenge,5721.0
20,BF20,GetEuiccInfo1,41301.0
20,ES9P,/gsma/rsp2/es9plus/initiateAuthentication,9179.0
20,BF38,AuthenticateServer,3110518.0
20,ES9P,/gsma/rsp2/es9plus/authenticateClient,30434.0
20,BF21,PrepareDownload,3740181.0
20,ES9P,/gsma/rsp2/es9plus/getBoundProfilePackage,14587.0
20,BF36,LoadBPP_seg0,1440288.0
20,BF36,LoadBPP_seg1,64008.0
20,BF36,LoadBPP_seg2,1543.0
20,BF36,LoadBPP_seg3,92879.0
20,BF36,LoadBPP_seg4,42164.0
20,BF36,LoadBPP_seg5,1671.0
20,BF36,LoadBPP_seg6,2045630.0
20,BF36,LoadBPP_seg7,773215.0
20,BF36,LoadBPP_seg8,830517.0
20,BF36,LoadBPP_seg9,1605785.0
20,BF36,LoadBPP_seg10,658690.0
20,BF36,LoadBPP_seg11,826294.0
20,BF36,LoadBPP_seg12,825062.0
20,BF36,LoadBPP_seg13,1806012.0
20,BF36,LoadBPP_seg14,884702.0
20,BF36,LoadBPP_seg15,1922500.0
20,BF36,LoadBPP_seg16,932846.0
20,BF36,LoadBPP_seg17,4304424.0
21,BF2E,GetEuiccChallenge,6187.0
21,BF20,GetEuiccInfo1,41887.0
21,ES9P,/gsma/rsp2/es9plus/initiateAuthentication,17929.0
21,BF38,AuthenticateServer,3128233.0
21,ES9P,/gsma/rsp2/es9plus/authenticateClient,27532.0
21,BF21,PrepareDownload,3753563.0
21,ES9P,/gsma/rsp2/es9plus/getBoundProfilePackage,23475.0
21,BF36,LoadBPP_seg0,1468058.0
21,BF36,LoadBPP_seg1,61569.0
21,BF36,LoadBPP_seg2,1555.0
21,BF36,LoadBPP_seg3,93123.0
21,BF36,LoadBPP_seg4,43981.0
21,BF36,LoadBPP_seg5,1609.0
21,BF36,LoadBPP_seg6,603566.0
21,BF36,LoadBPP_seg7,2059979.0
21,BF36,LoadBPP_seg8,808542.0
21,BF36,LoadBPP_seg9,883397.0
21,BF36,LoadBPP_seg10,1386505.0
21,BF36,LoadBPP_seg11,850676.0
21,BF36,LoadBPP_seg12,821179.0
21,BF36,LoadBPP_seg13,1817253.0
21,BF36,LoadBPP_seg14,885469.0
21,BF36,LoadBPP_seg15,1004865.0
21,BF36,LoadBPP_seg16,1858280.0
21,BF36,LoadBPP_seg17,2711524.0
22,BF2E,GetEuiccChallenge,5582.0
22,BF20,GetEuiccInfo1,41177.0
22,ES9P,/gsma/rsp2/es9plus/initiateAuthentication,3637.0
22,BF38,AuthenticateServer,3117903.0
22,ES9P,/gsma/rsp2/es9plus/authenticateClient,40286.0
22,BF21,PrepareDownload,3773607.0
22,ES9P,/gsma/rsp2/es9plus/getBoundProfilePackage,19055.0
22,BF36,LoadBPP_seg0,1442980.0
22,BF36,LoadBPP_seg1,61195.0
22,BF36,LoadBPP_seg2,1590.0
22,BF36,LoadBPP_seg3,92735.0
22,BF36,LoadBPP_seg4,43510.0
22,BF36,LoadBPP_seg5,1579.0
22,BF36,LoadBPP_seg6,601147.0
22,BF36,LoadBPP_seg7,802855.0
22,BF36,LoadBPP_seg8,1907612.0
22,BF36,LoadBPP_seg9,882604.0
22,BF36,LoadBPP_seg10,630472.0
22,BF36,LoadBPP_seg11,1590888.0
22,BF36,LoadBPP_seg12,851740.0
22,BF36,LoadBPP_seg13,863020.0
22,BF36,LoadBPP_seg14,1842193.0
22,BF36,LoadBPP_seg15,984338.0
22,BF36,LoadBPP_seg16,964632.0
22,BF36,LoadBPP_seg17,3786447.0
23,BF2E,GetEuiccChallenge,5726.0
23,BF20,GetEuiccInfo1,41241.0
23,ES9P,/gsma/rsp2/es9plus/initiateAuthentication,4730.0
23,BF38,AuthenticateServer,3104205.0
23,ES9P,/gsma/rsp2/es9plus/authenticateClient,33802.0
23,BF21,PrepareDownload,3747711.0
23,ES9P,/gsma/rsp2/es9plus/getBoundProfilePackage,26148.0
23,BF36,LoadBPP_seg0,1461368.0
23,BF36,LoadBPP_seg1,63286.0
23,BF36,LoadBPP_seg2,1855.0
23,BF36,LoadBPP_seg3,1731393.0
23,BF36,LoadBPP_seg4,42640.0
23,BF36,LoadBPP_seg5,1562.0
23,BF36,LoadBPP_seg6,599298.0
23,BF36,LoadBPP_seg7,776696.0
23,BF36,LoadBPP_seg8,829785.0
23,BF36,LoadBPP_seg9,1457109.0
23,BF36,LoadBPP_seg10,658528.0
23,BF36,LoadBPP_seg11,826492.0
23,BF36,LoadBPP_seg12,1783166.0
23,BF36,LoadBPP_seg13,862823.0
23,BF36,LoadBPP_seg14,909952.0
23,BF36,LoadBPP_seg15,1923883.0
23,BF36,LoadBPP_seg16,962901.0
23,BF36,LoadBPP_seg17,3791091.0
24,BF2E,GetEuiccChallenge,5720.0
24,BF20,GetEuiccInfo1,41213.0
24,ES9P,/gsma/rsp2/es9plus/initiateAuthentication,5270.0
24,BF38,AuthenticateServer,3112511.0
24,ES9P,/gsma/rsp2/es9plus/authenticateClient,21023.0
24,BF21,PrepareDownload,3747379.0
24,ES9P,/gsma/rsp2/es9plus/getBoundProfilePackage,10621.0
24,BF36,LoadBPP_seg0,1448694.0
24,BF36,LoadBPP_seg1,63440.0
